,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
287,2.7386127875258306,0.6324555320336759,0.34641016151377546,1.7320508075688772,0.30331501776206204,5.385164807134504,7.280109889280518,0.9983486364992943,1.835755975068582,0.8366600265340756,3.2093613071762426,6
1,2.792848008753788,0.938083151964686,0.0,1.61245154965971,0.31304951684997057,5.0,8.18535277187245,0.9983987179478948,1.7888543819998317,0.8246211251235321,3.1304951684997055,5
757,2.8460498941515415,0.9327379053088815,0.0,1.4832396974191326,0.28982753492378877,3.1622776601683795,5.5677643628300215,0.9982785182502927,1.8027756377319946,0.7071067811865476,3.1304951684997055,5
1248,2.6267851073127395,0.6403124237432849,0.5744562646538028,1.4832396974191326,0.28460498941515416,4.69041575982343,6.0,0.9974467404327912,1.8466185312619388,0.8660254037844386,3.331666249791536,6
575,3.5071355833500366,0.5196152422706632,0.7,1.760681686165901,0.2810693864511039,5.291502622129181,6.782329983125268,0.9996499387285531,1.7888543819998317,0.8944271909999159,3.1937438845342623,6
1595,2.4289915602982237,0.7416198487095663,0.31622776601683794,1.4832396974191326,0.24899799195977465,6.244997998398398,7.14142842854285,0.9975570159143787,1.876166303929372,0.8717797887081347,3.3466401061363023,6
717,2.756809750418044,0.6782329983125268,0.33166247903553997,1.61245154965971,0.2810693864511039,3.4641016151377544,7.0,0.9983987179478948,1.7916472867168918,0.7549834435270749,3.1622776601683795,5
1240,2.7386127875258306,0.7810249675906654,0.4472135954999579,1.3038404810405297,0.27568097504180444,6.0,7.745966692414834,0.9974667914271633,1.760681686165901,0.6324555320336759,3.0495901363953815,5
475,3.0983866769659336,0.8246211251235321,0.4898979485566356,1.4832396974191326,0.2949576240750525,2.23606797749979,5.291502622129181,0.999399819891919,1.772004514666935,0.7745966692414834,3.1937438845342623,5
907,2.4698178070456938,0.7483314773547883,0.0,1.4832396974191326,0.2810693864511039,2.449489742783178,3.0,0.9973966111833347,1.8947295321496416,0.7348469228349535,3.391164991562634,6
413,3.146426544510455,0.6324555320336759,0.7280109889280518,2.588435821108957,0.31144823004794875,2.449489742783178,4.358898943540674,0.9992997548283498,1.8083141320025125,0.9055385138137416,3.420526275297414,7
511,3.1622776601683795,0.7681145747868608,0.5567764362830022,1.4832396974191326,0.3,5.0990195135927845,7.874007874011811,0.9996999549864949,1.783255450012701,0.7937253933193772,3.1937438845342623,6
604,2.8809720581775866,0.7615773105863908,0.36055512754639896,1.70293863659264,0.30983866769659335,3.7416573867739413,7.937253933193772,0.9991996797437437,1.7804493814764855,0.7874007874011811,3.0166206257996713,6
497,2.6832815729997477,0.5830951894845301,0.565685424949238,1.5811388300841898,0.3,6.557438524302,10.63014581273465,0.9982985525382675,1.8220867158288598,0.8888194417315589,3.331666249791536,5
591,2.569046515733026,0.6244997998398398,0.7,1.3038404810405297,0.2645751311064591,4.795831523312719,12.206555615733702,0.9960923651951158,1.7663521732655694,0.7071067811865476,3.391164991562634,6
532,3.449637662132068,0.6164414002968976,0.7,1.6431676725154984,0.31304951684997057,3.4641016151377544,6.48074069840786,1.000199980003999,1.7776388834631178,0.7810249675906654,3.2093613071762426,5
1024,2.7748873851023217,0.7615773105863908,0.1,1.3416407864998738,0.2966479394838265,3.4641016151377544,4.242640687119285,0.9978376621475058,1.8220867158288598,0.7483314773547883,3.24037034920393,7
1198,2.7748873851023217,0.5099019513592785,0.5099019513592785,1.4142135623730951,0.22803508501982758,4.358898943540674,8.774964387392123,0.9975469913743412,1.7748239349298849,0.8888194417315589,3.3015148038438356,6
82,2.7202941017470885,0.7071067811865476,0.6855654600401044,1.4142135623730951,0.29325756597230357,4.58257569495584,8.54400374531753,0.9984988733093293,1.833030277982336,0.7549834435270749,3.0166206257996713,5
1165,2.9154759474226504,0.6633249580710799,0.7071067811865476,1.378404875209022,0.6074537019394977,3.872983346207417,6.164414002968976,0.998168322478729,1.7349351572897471,1.0488088481701516,3.0659419433511785,5
196,2.701851217221259,0.7615773105863908,0.5477225575051661,1.5491933384829668,0.2720294101747089,3.872983346207417,7.416198487095663,0.9983987179478948,1.8601075237738274,0.7681145747868608,3.1937438845342623,5
533,3.2093613071762426,0.5196152422706632,0.4898979485566356,1.449137674618944,0.2683281572999748,3.872983346207417,5.744562646538029,0.9977975746613138,1.794435844492636,0.812403840463596,3.5777087639996634,6
1271,2.701851217221259,0.6633249580710799,0.4472135954999579,1.2649110640673518,0.22135943621178655,4.898979485566356,8.0,0.9967447015158897,1.8384776310850235,0.7549834435270749,3.420526275297414,6
1228,2.258317958127243,0.648074069840786,0.0,1.3416407864998738,0.20976176963403032,4.242640687119285,9.38083151964686,0.9957760792467351,1.9183326093250879,0.8544003745317531,3.687817782917155,7
1558,2.6267851073127395,0.7937253933193772,0.5744562646538028,2.588435821108957,0.4847679857416329,8.12403840463596,10.723805294763608,0.9989344322827199,1.794435844492636,0.7483314773547883,3.082207001484488,5
66,2.7386127875258306,0.7211102550927979,0.33166247903553997,1.224744871391589,0.2810693864511039,3.3166247903554,6.244997998398398,0.9983987179478948,1.849324200890693,0.7615773105863908,3.0983866769659336,5
737,2.8635642126552705,0.7681145747868608,0.0,1.5811388300841898,0.30495901363953815,4.358898943540674,7.615773105863909,1.0000999950004998,1.8708286933869707,0.806225774829855,3.0495901363953815,6
141,2.8809720581775866,0.8455767262643882,0.3872983346207417,1.3416407864998738,0.29832867780352595,3.1622776601683795,7.211102550927978,0.9983987179478948,1.797220075561143,0.8774964387392122,3.082207001484488,5
1349,2.6267851073127395,0.7549834435270749,0.0,1.6733200530681511,0.28460498941515416,4.58257569495584,6.4031242374328485,0.9975870889300843,1.8466185312619388,0.7211102550927979,3.286335345030997,5
756,2.5099800796022267,0.9899494936611666,0.1,1.4142135623730951,0.23874672772626646,3.872983346207417,5.744562646538029,0.9974367147844518,1.8973665961010275,0.6782329983125268,3.3466401061363023,6
383,2.8809720581775866,0.5099019513592785,0.648074069840786,1.4142135623730951,0.282842712474619,3.3166247903554,5.196152422706632,0.9986991538997116,1.7916472867168918,0.8944271909999159,3.0659419433511785,6
461,2.8809720581775866,0.7842193570679061,0.469041575982343,1.61245154965971,0.2949576240750525,2.449489742783178,4.358898943540674,0.9990995946350895,1.8055470085267789,0.7810249675906654,3.0495901363953815,5
1162,2.9154759474226504,0.565685424949238,0.648074069840786,1.51657508881031,0.27386127875258304,3.4641016151377544,4.358898943540674,0.997165984177158,1.772004514666935,0.8426149773176358,3.4351128074635335,7
1160,3.255764119219941,0.6,0.7549834435270749,1.51657508881031,0.2949576240750525,2.449489742783178,4.47213595499958,0.9983786856699215,1.772004514666935,0.848528137423857,3.331666249791536,7
885,2.9832867780352594,0.8660254037844386,0.37416573867739417,1.5811388300841898,0.29325756597230357,3.0,5.477225575051661,0.9991196124588887,1.8275666882497066,0.8,3.24037034920393,5
1481,2.8635642126552705,0.5291502622129182,0.7745966692414834,1.7320508075688772,0.322490309931942,3.1622776601683795,4.69041575982343,0.9991396298816296,1.841195263952197,0.8246211251235321,3.255764119219941,5
415,2.932575659723036,0.85146931829632,0.4898979485566356,2.569046515733026,0.3420526275297414,5.5677643628300215,11.575836902790225,1.0006997551713501,1.8220867158288598,1.03440804327886,3.0495901363953815,5
1484,2.6076809620810595,0.9539392014169457,0.2449489742783178,1.4142135623730951,0.2449489742783178,2.0,3.3166247903554,0.9979579149443126,1.8788294228055935,0.8,3.3015148038438356,4
841,2.569046515733026,0.812403840463596,0.0,1.7320508075688772,0.3391164991562634,4.58257569495584,5.5677643628300215,0.9981432762885296,1.857417562100671,0.7937253933193772,3.2093613071762426,5
1147,3.1622776601683795,0.6403124237432849,0.6708203932499369,2.4899799195977463,0.2664582518894845,2.449489742783178,3.7416573867739413,0.9985088882929385,1.7916472867168918,0.7,3.4351128074635335,7
603,3.63318042491699,0.6782329983125268,0.7211102550927979,1.4832396974191326,0.2664582518894845,3.4641016151377544,5.916079783099616,1.000299955013495,1.760681686165901,0.7483314773547883,3.0,6
1089,3.40587727318528,0.6403124237432849,0.7348469228349535,1.224744871391589,0.3082207001484488,4.69041575982343,6.4031242374328485,0.9986741210224684,1.7378147196982767,0.8717797887081347,3.146426544510455,7
175,2.6267851073127395,0.7071067811865476,0.2,1.224744871391589,0.29154759474226505,4.358898943540674,7.0,0.9978977903573091,1.8303005217723127,0.8831760866327847,3.082207001484488,5
1218,2.8635642126552705,0.6324555320336759,0.5567764362830022,1.378404875209022,0.2863564212655271,2.8284271247461903,4.898979485566356,0.997997995989972,1.8,0.8306623862918074,3.255764119219941,6
520,3.1304951684997055,0.5,0.7,1.6431676725154984,0.2966479394838265,3.872983346207417,5.744562646538029,0.9990995946350895,1.849324200890693,0.9486832980505138,3.1622776601683795,6
1064,2.8635642126552705,0.8602325267042626,0.3,1.4142135623730951,0.2588435821108957,2.23606797749979,3.1622776601683795,0.9970857535839132,1.8110770276274832,0.7549834435270749,3.4351128074635335,6
779,2.6645825188948455,0.7211102550927979,0.17320508075688773,1.61245154965971,0.27568097504180444,4.58257569495584,9.591663046625438,0.9987241861495094,1.8708286933869707,0.7745966692414834,3.1304951684997055,5
116,2.8809720581775866,0.7348469228349535,0.5291502622129182,1.378404875209022,0.27748873851023215,3.3166247903554,6.324555320336759,0.9988993943335835,1.841195263952197,0.7810249675906654,3.1622776601683795,6
401,2.7748873851023217,0.5099019513592785,0.5477225575051661,1.3038404810405297,0.24289915602982237,4.47213595499958,6.164414002968976,0.9974467404327912,1.8138357147217055,0.6855654600401044,3.286335345030997,6
799,3.0659419433511785,0.7071067811865476,0.5830951894845301,1.8973665961010275,0.2863564212655271,2.23606797749979,3.7416573867739413,0.9993497886125758,1.8138357147217055,0.7211102550927979,3.271085446759225,6
404,2.7748873851023217,0.8306623862918074,0.22360679774997896,1.6431676725154984,0.27386127875258304,3.872983346207417,5.196152422706632,0.9986991538997116,1.8055470085267789,0.7810249675906654,3.0166206257996713,5
426,2.5298221281347035,0.8185352771872451,0.282842712474619,1.449137674618944,0.21213203435596426,4.358898943540674,6.928203230275509,0.9974467404327912,1.8681541692269406,0.7,3.3763886032268267,6
759,2.9664793948382653,0.648074069840786,0.458257569495584,1.5811388300841898,0.30331501776206204,5.744562646538029,9.38083151964686,0.9991146080405391,1.786057109949175,0.7211102550927979,3.03315017762062,5
580,3.5071355833500366,0.7071067811865476,0.7,1.4832396974191326,0.29832867780352595,2.23606797749979,3.7416573867739413,1.0000999950004998,1.786057109949175,0.6633249580710799,3.0983866769659336,5
366,3.5777087639996634,0.7842193570679061,0.812403840463596,2.4083189157584592,0.28809720581775866,2.6457513110645907,6.48074069840786,1.0010993956645864,1.752141546793523,0.8544003745317531,3.1622776601683795,7
357,3.24037034920393,0.648074069840786,0.812403840463596,1.7175564037317668,0.34058772731852804,3.4641016151377544,5.385164807134504,0.9984988733093293,1.8,0.8660254037844386,3.420526275297414,7
697,2.6457513110645907,0.806225774829855,0.1414213562373095,1.449137674618944,0.2569046515733026,2.8284271247461903,5.0,0.9985990186255943,1.862793601019716,0.8185352771872451,3.082207001484488,6
576,3.146426544510455,0.7071067811865476,0.4898979485566356,1.51657508881031,0.3209361307176242,2.449489742783178,3.7416573867739413,0.9988993943335835,1.8275666882497066,0.7211102550927979,3.1622776601683795,4
249,2.701851217221259,0.812403840463596,0.0,1.4142135623730951,0.28982753492378877,2.449489742783178,4.795831523312719,0.9991496384426108,1.9,0.9797958971132712,3.146426544510455,6
889,3.271085446759225,0.9486832980505138,0.5830951894845301,2.569046515733026,0.3346640106136302,4.795831523312719,9.9498743710662,1.0014439574933787,1.794435844492636,0.8246211251235321,3.0495901363953815,5
1238,2.8460498941515415,0.8544003745317531,0.0,1.5811388300841898,0.28460498941515416,3.4641016151377544,4.898979485566356,0.9989894894341982,1.8384776310850235,0.6782329983125268,3.0983866769659336,4
745,2.701851217221259,0.714142842854285,0.4242640687119285,1.449137674618944,0.2645751311064591,3.4641016151377544,5.291502622129181,0.9988393264184185,1.876166303929372,0.8544003745317531,3.082207001484488,6
981,3.082207001484488,0.9273618495495703,0.5099019513592785,1.378404875209022,0.2810693864511039,3.605551275463989,5.291502622129181,0.9985589617043152,1.8027756377319946,0.7874007874011811,3.1622776601683795,5
1515,2.6267851073127395,0.916515138991168,0.458257569495584,2.0248456731316584,0.2720294101747089,4.0,8.06225774829855,0.9992096877032368,1.8788294228055935,0.848528137423857,3.0413812651491097,6
700,3.255764119219941,1.0099504938362078,0.6557438524302001,1.70293863659264,0.27568097504180444,5.0990195135927845,9.38083151964686,0.9991996797437437,1.7549928774784245,0.7549834435270749,3.1780497164141406,6
1308,3.1144823004794873,0.8306623862918074,0.565685424949238,1.5811388300841898,0.2966479394838265,4.69041575982343,9.539392014169456,0.9989494481704267,1.8138357147217055,0.7874007874011811,3.1780497164141406,5
1390,2.449489742783178,0.7,0.0,1.51657508881031,0.260768096208106,3.872983346207417,5.744562646538029,0.9964537119204283,1.8920887928424501,0.7681145747868608,3.5355339059327378,6
975,2.6832815729997477,0.6403124237432849,0.5477225575051661,1.449137674618944,0.28809720581775866,5.916079783099616,8.48528137423857,0.9984988733093293,1.8547236990991407,0.7211102550927979,3.0659419433511785,5
435,3.5071355833500366,0.6244997998398398,0.7937253933193772,1.51657508881031,0.30166206257996714,2.449489742783178,4.242640687119285,1.000199980003999,1.7776388834631178,0.7,3.082207001484488,5
23,2.9154759474226504,0.7,0.33166247903553997,1.51657508881031,0.28982753492378877,3.0,8.18535277187245,0.9983987179478948,1.7804493814764855,0.7280109889280518,3.0659419433511785,5
608,3.1780497164141406,0.806225774829855,0.6082762530298219,2.258317958127243,0.33166247903553997,3.3166247903554,8.06225774829855,1.0012991560967182,1.8220867158288598,0.8,3.22490309931942,6
1593,2.6076809620810595,0.7874007874011811,0.282842712474619,1.378404875209022,0.260768096208106,5.291502622129181,6.164414002968976,0.9982534748249063,1.849324200890693,0.9055385138137416,3.082207001484488,6
1329,2.7202941017470885,0.7745966692414834,0.5099019513592785,1.449137674618944,0.28809720581775866,4.123105625617661,9.539392014169456,0.9980781532525397,1.8138357147217055,0.7483314773547883,3.1304951684997055,6
821,2.2135943621178655,0.648074069840786,0.0,1.449137674618944,0.21908902300206645,4.0,6.48074069840786,0.9957610155052266,1.9261360284258222,0.8602325267042626,3.7416573867739413,7
1401,2.8106938645110393,0.8306623862918074,0.458257569495584,1.449137674618944,0.282842712474619,5.744562646538029,11.874342087037917,0.9980981915623331,1.8027756377319946,0.714142842854285,3.146426544510455,5
823,2.588435821108957,0.7348469228349535,0.36055512754639896,1.4142135623730951,0.27568097504180444,3.872983346207417,6.0,0.9986490875177326,1.9,0.8,3.1304951684997055,5
958,2.5298221281347035,0.7549834435270749,0.34641016151377546,1.51657508881031,0.34641016151377546,5.0,6.0,0.99759210101123,1.862793601019716,0.8426149773176358,3.361547262794322,7
645,2.792848008753788,0.8,0.31622776601683794,2.449489742783178,0.3391164991562634,2.23606797749979,3.3166247903554,0.9991996797437437,1.835755975068582,0.8306623862918074,3.1780497164141406,7
353,3.6742346141747673,0.7280109889280518,0.8888194417315589,2.1908902300206643,0.34641016151377546,4.795831523312719,8.774964387392123,1.0008995953640905,1.783255450012701,0.8774964387392122,3.605551275463989,5
174,2.701851217221259,0.6164414002968976,0.458257569495584,1.4142135623730951,0.282842712474619,2.6457513110645907,5.916079783099616,0.9980480950335009,1.8248287590894658,0.6855654600401044,3.082207001484488,5
134,2.8106938645110393,1.019803902718557,0.22360679774997896,1.4832396974191326,0.28982753492378877,3.605551275463989,5.385164807134504,0.9979478944313676,1.794435844492636,0.7416198487095663,3.146426544510455,6
1330,2.7202941017470885,0.7745966692414834,0.5099019513592785,1.449137674618944,0.28809720581775866,4.123105625617661,9.539392014169456,0.9980781532525397,1.8138357147217055,0.7483314773547883,3.1304951684997055,6
1144,2.701851217221259,0.565685424949238,0.47958315233127197,1.51657508881031,0.2569046515733026,5.916079783099616,8.366600265340756,0.9979378738178043,1.8520259177452134,0.7874007874011811,3.1780497164141406,5
1097,2.932575659723036,0.7211102550927979,0.6164414002968976,1.224744871391589,0.30983866769659335,2.23606797749979,4.242640687119285,0.9983286032163958,1.7888543819998317,0.7211102550927979,3.0659419433511785,5
158,2.6645825188948455,0.8246211251235321,0.0,1.4832396974191326,0.2701851217221259,3.4641016151377544,4.69041575982343,0.9984487968844471,1.865475810617763,0.7071067811865476,3.0495901363953815,5
104,2.6832815729997477,0.7,0.4898979485566356,1.4832396974191326,0.2645751311064591,2.23606797749979,6.0,0.997997995989972,1.8248287590894658,0.6928203230275509,3.0659419433511785,5
983,3.0166206257996713,0.7071067811865476,0.5477225575051661,1.378404875209022,0.25495097567963926,2.8284271247461903,4.123105625617661,0.9988693608275309,1.8220867158288598,0.8426149773176358,3.24037034920393,6
1440,2.6832815729997477,0.6082762530298219,0.565685424949238,1.4142135623730951,0.24899799195977465,3.872983346207417,5.291502622129181,0.9973464794142505,1.797220075561143,0.8544003745317531,3.361547262794322,7
624,2.6076809620810595,0.8306623862918074,0.0,2.3664319132398464,0.35213633723318016,4.58257569495584,7.615773105863909,0.9998499887483122,1.8601075237738274,0.848528137423857,3.1937438845342623,5
546,2.7386127875258306,0.7416198487095663,0.4898979485566356,1.4142135623730951,0.2792848008753788,3.1622776601683795,5.291502622129181,0.9991496384426108,1.857417562100671,0.8831760866327847,3.082207001484488,6
668,3.1622776601683795,0.8544003745317531,0.6557438524302001,1.51657508881031,0.24289915602982237,3.872983346207417,5.5677643628300215,0.9982985525382675,1.7748239349298849,0.7549834435270749,3.3166247903554,5
824,2.6645825188948455,0.6928203230275509,0.5291502622129182,1.6733200530681511,0.260768096208106,2.449489742783178,4.0,0.998408733936157,1.8,0.7280109889280518,3.2093613071762426,5
111,2.898275349237888,0.7874007874011811,0.3,1.4832396974191326,0.28982753492378877,3.3166247903554,10.392304845413264,0.9981983770774224,1.7748239349298849,0.812403840463596,3.1304951684997055,5
316,3.0983866769659336,0.7483314773547883,0.47958315233127197,1.8439088914585775,0.31937438845342625,6.082762530298219,9.591663046625438,0.999799979995999,1.816590212458495,0.806225774829855,3.1780497164141406,5
1355,2.4698178070456938,0.565685424949238,0.5,1.3416407864998738,0.29325756597230357,2.23606797749979,5.656854249492381,0.9973163991432207,1.833030277982336,0.6633249580710799,3.1780497164141406,5
